id,affectedbywaitstop,arrivaldeparturetime,directionid,predictedtime,predictionaccuracymsecs,predictionreadtime,predictionsource,routeid,routeshortname,stopid,tripid,vehicleid,horizon,error,date,Color indicator,horizon seconds
382206,TRUE,13/07/17 12:12,0,13/07/17 12:04,464508,13/07/17 11:37,Transitime,2,2,429,278213,1522,00:34:56,8,13/07/17,300,2096
208886,TRUE,11/07/17 12:29,0,11/07/17 12:25,254507,11/07/17 11:57,Transitime,2,2,463,278213,1017,00:31:28,4,11/07/17,100,1888
208887,FALSE,11/07/17 12:29,0,11/07/17 12:27,145414,11/07/17 12:14,Transitime,2,2,464,278213,1017,00:14:38,2,11/07/17,100,878
382208,FALSE,13/07/17 12:12,0,13/07/17 12:09,166278,13/07/17 12:02,Transitime,2,2,429,278213,1522,00:10:01,3,13/07/17,300,601
209154,FALSE,11/07/17 12:29,1,11/07/17 12:28,43886,11/07/17 12:19,Transitime,2,2,518,278259,2603,00:10:21,1,11/07/17,100,621
267886,FALSE,12/07/17 10:20,1,12/07/17 10:23,-171006,12/07/17 10:16,Transitime,2,2,501,278263,1017,00:04:01,-3,12/07/17,200,241
382209,FALSE,13/07/17 12:12,0,13/07/17 12:10,139179,13/07/17 12:07,Transitime,2,2,429,278213,1522,00:05:25,2,13/07/17,300,325
209545,FALSE,11/07/17 12:30,1,11/07/17 12:31,-17599,11/07/17 12:23,Transitime,2,2,4499,278259,2603,00:07:18,0,11/07/17,100,438
209546,FALSE,11/07/17 12:31,1,11/07/17 12:32,-114135,11/07/17 12:27,Transitime,2,2,521,278259,2603,00:03:17,-2,11/07/17,100,197
209553,FALSE,,1,11/07/17 12:15,0,11/07/17 12:14,Transitime,2,2,6903,278258,1508,11:45:07,0,30/12/99,Err:502,-3708936893
209915,FALSE,11/07/17 12:31,1,11/07/17 12:33,-152831,11/07/17 12:27,Transitime,2,2,523,278259,2603,00:03:36,-3,11/07/17,100,216
209916,FALSE,11/07/17 12:31,1,11/07/17 12:31,-5344,11/07/17 12:14,Transitime,2,2,524,278259,2603,00:16:32,0,11/07/17,100,992
385166,FALSE,13/07/17 12:22,0,13/07/17 12:18,243591,13/07/17 12:02,Transitime,2,2,448,278213,1522,00:19:36,4,13/07/17,300,1176
210039,FALSE,11/07/17 12:31,0,11/07/17 12:32,-30819,11/07/17 12:14,Transitime,2,2,468,278213,1017,00:17:01,-1,11/07/17,100,1021
387134,FALSE,13/07/17 12:29,0,13/07/17 12:28,82298,13/07/17 12:11,Transitime,2,2,6936,278213,1522,00:18:18,1,13/07/17,300,1098
210736,TRUE,11/07/17 12:32,1,11/07/17 12:27,256128,11/07/17 12:06,Transitime,2,2,6903,278258,1508,00:25:54,4,11/07/17,100,1554
210834,FALSE,11/07/17 12:32,1,11/07/17 12:36,-216650,11/07/17 12:27,Transitime,2,2,7852,278259,2603,00:04:59,-4,11/07/17,100,299
211119,FALSE,11/07/17 12:33,0,11/07/17 12:30,184453,11/07/17 12:06,Transitime,2,2,470,278213,1017,00:27:04,3,11/07/17,100,1624
211120,FALSE,11/07/17 12:33,0,11/07/17 12:34,-34984,11/07/17 12:14,Transitime,2,2,470,278213,1017,00:18:32,-1,11/07/17,100,1112
211121,FALSE,11/07/17 12:34,0,11/07/17 12:35,-61491,11/07/17 12:14,Transitime,2,2,4027,278213,1017,00:19:45,-1,11/07/17,100,1185
394228,TRUE,13/07/17 12:57,1,13/07/17 13:00,-136978,13/07/17 12:37,Transitime,2,2,886,278257,1522,00:20:00,-2,13/07/17,300,1200
394229,TRUE,13/07/17 12:56,1,13/07/17 12:59,-138467,13/07/17 12:37,Transitime,2,2,6902,278257,1522,00:19:00,-2,13/07/17,300,1140
211829,FALSE,11/07/17 12:35,1,11/07/17 12:34,31885,11/07/17 12:06,Transitime,2,2,528,278259,2603,00:29:09,1,11/07/17,100,1749
211830,FALSE,11/07/17 12:35,1,11/07/17 12:36,-73190,11/07/17 12:23,Transitime,2,2,528,278259,2603,00:11:53,-1,11/07/17,100,713
396185,FALSE,13/07/17 13:04,0,13/07/17 13:01,162165,13/07/17 12:55,Transitime,2,2,462,278212,1518,00:08:47,3,13/07/17,300,527
212033,FALSE,11/07/17 12:37,0,11/07/17 12:26,621417,11/07/17 12:23,Transitime,2,2,409,278212,1008,00:13:25,10,11/07/17,100,805
236525,FALSE,11/07/17 13:18,0,11/07/17 13:18,-52635,11/07/17 13:15,Transitime,2,2,433,278211,2603,00:02:34,-1,11/07/17,100,154
237643,FALSE,11/07/17 13:18,1,11/07/17 13:17,116462,11/07/17 12:57,Transitime,2,2,546,278258,1508,00:21:11,2,11/07/17,100,1271
240247,FALSE,11/07/17 13:23,1,11/07/17 13:12,645643,11/07/17 12:44,Transitime,2,2,512,278257,1017,00:38:35,11,11/07/17,100,2315
240249,FALSE,11/07/17 13:24,1,11/07/17 13:25,-35216,11/07/17 13:23,Transitime,2,2,514,278257,1017,00:00:50,-1,11/07/17,100,50
212359,FALSE,11/07/17 12:38,0,11/07/17 12:28,593718,11/07/17 12:27,Transitime,2,2,4480,278212,1008,00:10:21,10,11/07/17,100,621
