shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
13333,-23.657173961749404,-70.40177316897785,233,1455861114.2084453
13333,-23.658885118009593,-70.40185873367977,234,1462151838.961132
13333,-23.660184798070805,-70.40190151603076,235,1468442381.0714653
13333,-23.661889383997657,-70.40195855916534,236,1474732686.0259624
13333,-23.662596318412163,-70.40196213836577,237,1481022781.0522208
13333,-23.663673957397506,-70.40243541462229,238,1487312660.8754478
13333,-23.6655560572004,-70.40336526089152,239,1493602451.7785997
13333,-23.666528039591636,-70.40383338380951,240,1499892132.2305865
13333,-23.67121887498502,-70.4061992406672,241,1506181638.079793
13333,-23.672193188556754,-70.40662139502342,242,1512471030.5505707
13333,-23.67472857761188,-70.407755567722,243,1518759997.0053377
13333,-23.675864844273974,-70.40824043436635,244,1525048849.341673
13333,-23.676929989912537,-70.40868847030441,245,1531337458.0794103
13333,-23.678578136363136,-70.40939335585347,246,1537625949.873258
13333,-23.678776719749266,-70.40955875539538,247,1543914324.976614
13333,-23.679934248776007,-70.41076846587248,248,1550202552.3902867
13333,-23.68023407548045,-70.41107762447228,249,1556490804.565996
13333,-23.68061446526592,-70.4114515154954,250,1562778990.890986
13333,-23.681001364663846,-70.41172320438125,251,1569067168.6676211
13333,-23.682507892176382,-70.41207860559643,252,1575355323.9916325
13333,-23.683035991842583,-70.4122885543764,253,1581643410.118248
13333,-23.683586924904414,-70.41270540209894,254,1587931338.4218647
13333,-23.684043184549676,-70.41325591701684,255,1594219224.6802185
13333,-23.6829817078972,-70.41462594507942,256,1600507089.094795
13333,-23.682862984525723,-70.41490647723145,257,1606795072.921064
13333,-23.6832675857956,-70.41539841869428,258,1613083257.8613439
13333,-23.684890418379407,-70.4169331440105,259,1619371486.7730455
13333,-23.6871268457431,-70.419107151513,260,1625659735.7588315
13333,-23.688326684256243,-70.419803140726,261,1631947936.041933
13333,-23.6898540585835,-70.42032142933158,262,1638235982.8585923
13333,-23.693046951894875,-70.4214364128436,263,1644523900.1817625
13333,-23.69501284199705,-70.42166282379094,264,1650811617.1478798
13333,-23.697300177322,-70.42195343627378,265,1657098962.831935
13333,-23.69832967600166,-70.4222565827123,266,1663386025.4175777
13333,-23.699609376827016,-70.42268499341907,267,1669672826.875928
13333,-23.70183148626841,-70.42346085692594,268,1675959504.7958097
13333,-23.703163962443437,-70.42390162002607,269,1682246022.3097415
13333,-23.703623024676773,-70.42403932746873,270,1688532303.7906668
13333,-23.70389397925663,-70.42417448330605,271,1694818447.8867974
13333,-23.704041966173584,-70.42416497611697,272,1701104545.6870751
13333,-23.70412031212051,-70.42400335390221,273,1707390612.4013166
13333,-23.703983739445718,-70.42392357038966,274,1713676647.1743245
13333,-23.703160556077854,-70.42382389170336,275,1719962666.3788912
13333,-23.701869935104124,-70.4233758794212,276,1726248725.023816
13333,-23.699625522777207,-70.4225910980789,277,1732534892.1947596
13333,-23.69839222890829,-70.42215895921589,278,1738821220.4373071
13333,-23.697349574403233,-70.42178571801668,279,1745107783.1914933
13333,-23.696285484620436,-70.421341340953,280,1751394480.3606844
13333,-23.695754440405928,-70.42143641284406,281,1757681289.147074
13333,-23.69528433388877,-70.42154099192413,282,1763968225.8102734
13333,-23.695171159844783,-70.42151247035679,283,1770255252.7804956
13333,-23.695033410554572,-70.42014312481916,284,1776542338.718905
13333,-23.694967068380222,-70.41870696877533,285,1782829341.0216067
13333,-23.69492740003225,-70.41697754115387,286,1789116197.1779785
13333,-23.694857754287927,-70.41640710980778,287,1795402873.7510538
13333,-23.694211393760078,-70.41596350150371,288,1801689441.8424792
13333,-23.693527325635767,-70.41581776072917,289,1807975988.2026942
13333,-23.69283639594271,-70.4156741754511,290,1814262605.2833943
13333,-23.691844647285002,-70.4153205570816,291,1820549310.4083412
13333,-23.691026976439527,-70.4150524627147,292,1826836101.8166366
13333,-23.690208816849516,-70.41484303040079,293,1833123002.524883
13333,-23.689808338839942,-70.41485743798364,294,1839410001.3538356
13333,-23.689347335433943,-70.41476403690257,295,1845697099.4961858
13333,-23.688511129898846,-70.4145627151214,296,1851984255.168645
13333,-23.6849763877977,-70.41342185242888,297,1858271478.5148666
13333,-23.68409318612027,-70.4130020681157,298,1864558852.3642275
13333,-23.68364722534804,-70.4126609451717,299,1870846573.5603924
13333,-23.68309251351263,-70.41224384177559,300,1877134368.0313835
13333,-23.682466072290513,-70.41199861926731,301,1883422190.0433977
13333,-23.681051369736473,-70.4116630224446,302,1889710064.0370462
13333,-23.680645916996983,-70.41137947758125,303,1895998032.2723324
13333,-23.680300978525974,-70.4110309411684,304,1902286138.4118855
13333,-23.679989700761062,-70.4107052326151,305,1908574266.1767924
13333,-23.678820832712375,-70.40950057732107,306,1914862406.3691144
13333,-23.678590649580862,-70.409325428319,307,1921150528.221582
13333,-23.67695485384841,-70.40863169711292,308,1927438724.27161
13333,-23.67589480703331,-70.40819506678588,309,1933726957.022667
13333,-23.67474626991086,-70.4076864617349,310,1940015353.4237034
13333,-23.672211503214328,-70.40656681086512,311,1946303859.544613
13333,-23.671252712367465,-70.40615806635446,312,1952592496.3236508
13333,-23.666534598541457,-70.40377734026157,313,1958881375.27195
13333,-23.665602655470384,-70.40333384399338,314,1965170368.778449
13333,-23.66370452625558,-70.40237370906954,315,1971459787.2757611
13333,-23.66262964345115,-70.40183611209301,316,1977749299.9150302
13333,-23.661519296987912,-70.40134772226622,317,1984038986.915187
13333,-23.659969274130262,-70.40130969350975,318,1990328780.8189392
13333,-23.658175404517475,-70.40123363599696,319,1996618739.5547822
13333,-23.655292970258955,-70.40110707154201,320,2002908938.4068387
13333,-23.654566364740738,-70.40023954053618,321,2009199445.4098039
13333,-23.6538588049264,-70.39936903853379,322,2015490231.6299264
13333,-23.65313219144159,-70.3984896235416,323,2021781026.985306
13333,-23.65241373818499,-70.39758049858341,324,2028071829.4102855
13333,-23.652302159863122,-70.39768745446088,325,2034362638.0874043
13333,-23.651621802182635,-70.3983588996914,326,2040653499.6515088
13333,-23.65004335873756,-70.39991867290382,327,2046944456.5451248
13333,-23.649224193512644,-70.4006941030151,328,2053235699.2549706
13333,-23.648505718794617,-70.39978794905358,329,2059527274.4891903
13333,-23.647828062888323,-70.39891150505804,330,2065818937.1216257
13333,-23.64715584653402,-70.39804100305565,331,2072110604.630542
13333,-23.646519391558584,-70.39719040187697,332,2078402273.9954863
13333,-23.6459393166595,-70.396415867918,333,2084693944.806313
13333,-23.645808681906516,-70.39624057911885,334,2090985617.1607554
13333,-23.645370510220527,-70.396650576649,335,2097277312.9677043
13333,-23.644488719274708,-70.39745868772292,336,2103569064.5545144
13333,-23.644181179677027,-70.39776767136874,337,2109860979.0507064
13333,-23.64384098016511,-70.39747057170928,338,2116153061.05954
13333,-23.64335396163189,-70.39705410075896,339,2122445182.8293424
13333,-23.642636753157177,-70.3967655809405,340,2128737319.5436656
13333,-23.64182858799094,-70.39659339371735,341,2135029501.5177104
13333,-23.640498235411638,-70.39620419316333,342,2141321772.0127923
13333,-23.638716107722324,-70.39565529278957,343,2147614152.379817
13333,-23.638397674261252,-70.3956214164262,344,2153906698.408817
13333,-23.63800846219803,-70.39563152481685,345,2160199428.321117
13333,-23.637975801542986,-70.39472239985867,346,2166492209.2309914
13333,-23.637925724442013,-70.39387424660424,347,2172784967.9573507
13333,-23.63768234036974,-70.39362888429895,348,2179077631.168729
13333,-23.636885870413092,-70.39363424609729,349,2185370255.990258
13333,-23.635799443740485,-70.39368208964584,350,2191662931.5672817
13333,-23.634631855199117,-70.39376126495449,351,2197955745.0408196
13333,-23.63409882444085,-70.39376784714023,352,2204248735.9291735
13333,-23.633080968154243,-70.39383851086603,353,2210541882.0383863
13333,-23.63179790507104,-70.39390764967607,354,2216835135.838145
13333,-23.630810399153336,-70.39392497737026,355,2223128564.6799593
13333,-23.62935178171775,-70.39401874545246,356,2229422181.252888
13333,-23.628706919911373,-70.394051534823,357,2235715976.5656676
13333,-23.627804332876355,-70.39408066459413,358,2242009966.4801483
13333,-23.627472256626575,-70.39409254858049,359,2248304069.5392847
13333,-23.626818989415504,-70.39418762047154,360,2254598288.300671
13333,-23.6266692818875,-70.39415493950901,361,2260892579.0615234
13333,-23.626337202759828,-70.39397965070981,362,2267186949.816498
13333,-23.625980625054236,-70.39356668218318,363,2273481336.966881
13333,-23.625389918763663,-70.3929554609033,364,2279775738.0628824
13333,-23.624750288418817,-70.39263676024882,365,2286070141.0701613
13333,-23.624362125640427,-70.39256040213525,366,2292364586.8954296
13333,-23.623797586182775,-70.39252980437146,367,2298659100.50386
13333,-23.623294555861285,-70.39245969585409,368,2304953675.478728
13333,-23.622945595975175,-70.3923833377404,369,2311248327.661442
13333,-23.6225590629174,-70.39214060381744,370,2317543041.5413337
13333,-23.622346196215986,-70.39189489889793,371,2323837789.25803
13333,-23.621921012629862,-70.39101235910755,372,2330132560.187907
13333,-23.621616692674227,-70.39021925681817,373,2336427297.3281474
13333,-23.621397823146992,-70.39003980162158,374,2342721998.2287803
13333,-23.619921377645234,-70.38960040172856,375,2349016694.880505
13333,-23.61809483794381,-70.38918712559871,376,2355311438.788179
13333,-23.616226888991555,-70.3887820284624,377,2361606374.1978116
13333,-23.61426746259775,-70.38834201336334,378,2367901543.1491494
13333,-23.613599972301557,-70.38825867165724,379,2374196951.898993
13333,-23.612878572674454,-70.38830871719483,380,2380492579.994036
13333,-23.612030578267067,-70.38836981002765,381,2386788312.5565557
13333,-23.611432518059402,-70.38845800102092,382,2393084167.455793
13333,-23.610264115723098,-70.3884875921965,383,2399380150.4051294
13333,-23.608810402849524,-70.38865856079667,384,2405676255.13286
13333,-23.60844124920754,-70.38865782680034,385,2411972564.53226
13333,-23.60780097779639,-70.38871755433519,386,2418269057.045658
13333,-23.606258993387346,-70.38884021798225,387,2424565621.955346
13333,-23.60463319016901,-70.38887250756272,388,2430862334.901902
13333,-23.60364222717912,-70.38898497904006,389,2437159294.804165
13333,-23.602759610719097,-70.38909814950244,390,2443456485.7636623
13333,-23.601662458220204,-70.38917717100964,391,2449753836.727386
13333,-23.599952729818902,-70.38932467924008,392,2456051342.463436
13333,-23.598351885136154,-70.38942688852512,393,2462349056.377134
13333,-23.597813356441947,-70.38948511305614,394,2468647040.860432
13333,-23.596296892437554,-70.38957366275918,395,2474945233.3033776
13333,-23.594974210907726,-70.38962683309495,396,2481243558.926072
13333,-23.593615116416483,-70.38963605368775,397,2487542115.8133035
13333,-23.59188894720413,-70.38965924146561,398,2493840879.44236
13333,-23.591499610104783,-70.38967320865078,399,2500139868.676897
13333,-23.589925883171503,-70.38981431348344,400,2506439066.6549883
13333,-23.588191499297015,-70.38993909534042,401,2512738385.8125453
13333,-23.58654149901097,-70.39003713822808,402,2519037967.6769986
13333,-23.584815238881514,-70.39022431101358,403,2525337823.665096
13333,-23.583135244682666,-70.39036097685698,404,2531637953.159363
13333,-23.581444337397713,-70.39048961750842,405,2537938362.679905
13333,-23.579555662551638,-70.39065155432843,406,2544239044.850258
13333,-23.578984614106012,-70.39070963104791,407,2550540011.442142
13333,-23.578319533134394,-70.390760543238,408,2556841221.634049
13333,-23.577425281946127,-70.39082966032265,409,2563142529.395468
13333,-23.576488972064244,-70.39094984938879,410,2569443955.920178
13333,-23.575419460324117,-70.39103116110931,411,2575745532.776289
13333,-23.574860831040954,-70.39106571626252,412,2582047269.6241345
13333,-23.573809110543422,-70.3911307725781,413,2588349154.1651835
13333,-23.573310796239085,-70.39114829095473,414,2594651151.491268
13333,-23.572807028375358,-70.39104430607381,415,2600953290.0227833
13333,-23.57228147389548,-70.39096408916578,416,2607255498.0910583
13333,-23.572052734501263,-70.39092546621004,417,2613557773.7761164
13333,-23.571301687246745,-70.3907531484075,418,2619860110.8479686
13333,-23.570794139156078,-70.39070472466415,419,2626162490.9319873
13333,-23.569067570441057,-70.39076163500391,420,2632464964.5030203
13333,-23.567196747231712,-70.39082105493583,421,2638767569.9724727
13333,-23.566257331185543,-70.39084972330244,422,2645070452.437166
13333,-23.564936574787332,-70.39089235885416,423,2651373585.761749
13333,-23.56320783906476,-70.39103242208745,424,2657676883.42271
13333,-23.562581484602784,-70.3910740160398,425,2663980412.6344924
13333,-23.56230098576703,-70.3910888710227,426,2670284168.064894
13333,-23.56222473355271,-70.39124336284567,427,2676588007.343855
13333,-23.562246519904217,-70.39143647762438,428,2682891892.764836
13333,-23.562311878936885,-70.39304972877557,429,2689195806.4576316
13333,-23.56237451464593,-70.39394696974722,430,2695499841.8030243
13333,-23.56240174755367,-70.3943094313318,431,2701804002.2779365
13333,-23.562325495397857,-70.39475508082114,432,2708108219.739092
13333,-23.562355451607235,-70.3950254415114,433,2714412485.7378087
13333,-23.562512848605802,-70.39649565843263,434,2720716797.799221
13333,-23.562655013324754,-70.3984807105515,435,2727021219.4656887
13333,-23.561543346405127,-70.3986457371584,436,2733325826.5566616
13333,-23.560816236677162,-70.39872610786801,437,2739630562.6681046
13333,-23.55986906299007,-70.3992353436866,438,2745935465.28621
13333,-23.55916916197955,-70.39962454424062,439,2752240529.3834605
13333,-23.55888267939505,-70.39913267299698,440,2758545778.1429534
13333,-23.55880859394182,-70.3986549577512,441,2764851096.7427907
