vehicleId,time,timeProcessed,latitude,longitude,speed,heading,assignmentId,assignmentType
18003,2018-05-30 16:37:15 GMT-04:00,2018-05-30 16:37:20 GMT-04:00,-23.5799,-70.3908,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:37:45 GMT-04:00,2018-05-30 16:37:49 GMT-04:00,-23.5804,-70.3907,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:38:15 GMT-04:00,2018-05-30 16:38:19 GMT-04:00,-23.5813,-70.3906,28,173,195_0_9,TRIP_ID
18003,2018-05-30 16:38:45 GMT-04:00,2018-05-30 16:38:52 GMT-04:00,-23.5844,-70.3904,20,178,195_0_9,TRIP_ID
18003,2018-05-30 16:39:15 GMT-04:00,2018-05-30 16:39:22 GMT-04:00,-23.5861,-70.3902,48,175,195_0_9,TRIP_ID
18003,2018-05-30 16:39:45 GMT-04:00,2018-05-30 16:39:50 GMT-04:00,-23.5882,-70.39,46,175,195_0_9,TRIP_ID
18003,2018-05-30 16:40:15 GMT-04:00,2018-05-30 16:40:23 GMT-04:00,-23.5902,-70.3899,31,176,195_0_9,TRIP_ID
18003,2018-05-30 16:40:45 GMT-04:00,2018-05-30 16:40:50 GMT-04:00,-23.5913,-70.3898,34,177,195_0_9,TRIP_ID
18003,2018-05-30 16:41:15 GMT-04:00,2018-05-30 16:41:19 GMT-04:00,-23.5931,-70.3897,2,176,195_0_9,TRIP_ID
18003,2018-05-30 16:41:45 GMT-04:00,2018-05-30 16:41:48 GMT-04:00,-23.5935,-70.3897,21,178,195_0_9,TRIP_ID
18003,2018-05-30 16:42:15 GMT-04:00,2018-05-30 16:42:23 GMT-04:00,-23.5952,-70.3897,37,175,195_0_9,TRIP_ID
18003,2018-05-30 16:42:45 GMT-04:00,2018-05-30 16:42:50 GMT-04:00,-23.5986,-70.3895,56,175,195_0_9,TRIP_ID
18003,2018-05-30 16:43:15 GMT-04:00,2018-05-30 16:43:43 GMT-04:00,-23.6018,-70.3893,24,175,195_0_9,TRIP_ID
18003,2018-05-30 16:43:15 GMT-04:00,2018-05-30 16:44:13 GMT-04:00,-23.6018,-70.3893,24,175,195_0_9,TRIP_ID
18003,2018-05-30 16:43:45 GMT-04:00,2018-05-30 16:44:15 GMT-04:00,-23.6051,-70.389,8,179,195_0_9,TRIP_ID
18003,2018-05-30 16:43:57 GMT-04:00,2018-05-30 16:44:25 GMT-04:00,-23.6052,-70.389,10,157,195_0_9,TRIP_ID
18003,2018-05-30 16:44:01 GMT-04:00,2018-05-30 16:44:29 GMT-04:00,-23.6053,-70.389,26,181,195_0_9,TRIP_ID
18003,2018-05-30 16:44:19 GMT-04:00,2018-05-30 16:44:30 GMT-04:00,-23.6074,-70.3888,61,175,195_0_9,TRIP_ID
18003,2018-05-30 16:44:31 GMT-04:00,2018-05-30 16:44:33 GMT-04:00,-23.6094,-70.3886,65,175,195_0_9,TRIP_ID
18003,2018-05-30 16:44:41 GMT-04:00,2018-05-30 16:45:00 GMT-04:00,-23.611,-70.3885,60,177,195_0_9,TRIP_ID
18003,2018-05-30 16:45:01 GMT-04:00,2018-05-30 16:45:04 GMT-04:00,-23.6131,-70.3884,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:45:31 GMT-04:00,2018-05-30 16:45:35 GMT-04:00,-23.615,-70.3886,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:46:01 GMT-04:00,2018-05-30 16:46:10 GMT-04:00,-23.6172,-70.3891,35,192,195_0_9,TRIP_ID
18003,2018-05-30 16:46:31 GMT-04:00,2018-05-30 16:46:35 GMT-04:00,-23.6176,-70.3892,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:46:31 GMT-04:00,2018-05-30 16:47:04 GMT-04:00,-23.6176,-70.3892,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:47:01 GMT-04:00,2018-05-30 16:47:04 GMT-04:00,-23.6191,-70.3895,50,191,195_0_9,TRIP_ID
18003,2018-05-30 16:47:31 GMT-04:00,2018-05-30 16:47:35 GMT-04:00,-23.6209,-70.39,37,193,195_0_9,TRIP_ID
18003,2018-05-30 16:47:35 GMT-04:00,2018-05-30 16:47:37 GMT-04:00,-23.6213,-70.3901,29,211,195_0_9,TRIP_ID
18003,2018-05-30 16:48:05 GMT-04:00,2018-05-30 16:48:09 GMT-04:00,-23.6215,-70.3902,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:48:15 GMT-04:00,2018-05-30 16:48:17 GMT-04:00,-23.6215,-70.3903,14,235,195_0_9,TRIP_ID
18003,2018-05-30 16:48:40 GMT-04:00,2018-05-30 16:48:44 GMT-04:00,-23.6227,-70.3925,37,200,195_0_9,TRIP_ID
18003,2018-05-30 16:48:44 GMT-04:00,2018-05-30 16:48:49 GMT-04:00,-23.623,-70.3926,39,174,195_0_9,TRIP_ID
18003,2018-05-30 16:48:59 GMT-04:00,2018-05-30 16:49:33 GMT-04:00,-23.6247,-70.3927,45,203,195_0_9,TRIP_ID
18003,2018-05-30 16:49:10 GMT-04:00,2018-05-30 16:49:34 GMT-04:00,-23.6257,-70.3933,42,228,195_0_9,TRIP_ID
18003,2018-05-30 16:49:20 GMT-04:00,2018-05-30 16:49:35 GMT-04:00,-23.6264,-70.3941,41,200,195_0_9,TRIP_ID
18003,2018-05-30 16:49:25 GMT-04:00,2018-05-30 16:49:38 GMT-04:00,-23.6269,-70.3942,38,174,195_0_9,TRIP_ID
18003,2018-05-30 16:49:55 GMT-04:00,2018-05-30 16:50:04 GMT-04:00,-23.6297,-70.3941,10,180,195_0_9,TRIP_ID
18003,2018-05-30 16:50:25 GMT-04:00,2018-05-30 16:50:34 GMT-04:00,-23.6313,-70.394,43,177,195_0_9,TRIP_ID
18003,2018-05-30 16:50:55 GMT-04:00,2018-05-30 16:51:02 GMT-04:00,-23.6344,-70.3939,10,177,195_0_9,TRIP_ID
18003,2018-05-30 16:51:25 GMT-04:00,2018-05-30 16:51:29 GMT-04:00,-23.6345,-70.3939,8,178,195_0_9,TRIP_ID
18003,2018-05-30 16:51:47 GMT-04:00,2018-05-30 16:51:56 GMT-04:00,-23.6358,-70.3938,14,236,195_0_9,TRIP_ID
18003,2018-05-30 16:51:49 GMT-04:00,2018-05-30 16:51:59 GMT-04:00,-23.6358,-70.3939,18,271,195_0_9,TRIP_ID
18003,2018-05-30 16:52:19 GMT-04:00,2018-05-30 16:52:23 GMT-04:00,-23.6358,-70.3954,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:52:48 GMT-04:00,2018-05-30 16:52:53 GMT-04:00,-23.6358,-70.3956,16,266,195_0_9,TRIP_ID
18003,2018-05-30 16:52:52 GMT-04:00,2018-05-30 16:52:55 GMT-04:00,-23.6358,-70.3957,18,227,195_0_9,TRIP_ID
18003,2018-05-30 16:52:55 GMT-04:00,2018-05-30 16:52:58 GMT-04:00,-23.636,-70.3958,19,193,195_0_9,TRIP_ID
18003,2018-05-30 16:53:25 GMT-04:00,2018-05-30 16:53:34 GMT-04:00,-23.6377,-70.3958,15,176,195_0_9,TRIP_ID
